attrelid,attname,atttypid,attstattarget,attlen,attnum,attndims,attcacheoff,atttypmod,attbyval,attalign,attstorage,attcompression,attnotnull,atthasdef,atthasmissing,attidentity,attgenerated,attisdropped,attislocal,attinhcount,attcollation,attacl,attoptions,attfdwoptions,attmissingval
13764,domain_name,13695,-1,64,25,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,udt_catalog,13695,-1,64,26,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,udt_schema,13695,-1,64,27,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,udt_name,13695,-1,64,28,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,scope_catalog,13695,-1,64,29,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,scope_schema,13695,-1,64,30,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,scope_name,13695,-1,64,31,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,maximum_cardinality,13690,-1,4,32,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13764,dtd_identifier,13695,-1,64,33,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13764,is_self_referencing,13703,-1,-1,34,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,is_identity,13703,-1,-1,35,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_generation,13693,-1,-1,36,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_start,13693,-1,-1,37,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_increment,13693,-1,-1,38,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_maximum,13693,-1,-1,39,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_minimum,13693,-1,-1,40,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,identity_cycle,13703,-1,-1,41,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,is_generated,13693,-1,-1,42,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,generation_expression,13693,-1,-1,43,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13764,is_updatable,13703,-1,-1,44,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13769,table_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,table_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,table_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,column_name,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,constraint_catalog,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,constraint_schema,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13769,constraint_name,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,table_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,table_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,table_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,constraint_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,constraint_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13774,constraint_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,constraint_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,constraint_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,constraint_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,domain_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,domain_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,domain_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13779,is_deferrable,13703,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13779,initially_deferred,13703,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13784,udt_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13784,udt_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13784,udt_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13784,domain_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13784,domain_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13784,domain_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,domain_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,domain_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,domain_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,data_type,13693,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13789,character_maximum_length,13690,-1,4,5,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,character_octet_length,13690,-1,4,6,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,character_set_catalog,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,character_set_schema,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,character_set_name,13695,-1,64,9,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,collation_catalog,13695,-1,64,10,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,collation_schema,13695,-1,64,11,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,collation_name,13695,-1,64,12,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,numeric_precision,13690,-1,4,13,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,numeric_precision_radix,13690,-1,4,14,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,numeric_scale,13690,-1,4,15,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,datetime_precision,13690,-1,4,16,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,interval_type,13693,-1,-1,17,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13789,interval_precision,13690,-1,4,18,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,domain_default,13693,-1,-1,19,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13789,udt_catalog,13695,-1,64,20,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,udt_schema,13695,-1,64,21,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,udt_name,13695,-1,64,22,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,scope_catalog,13695,-1,64,23,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,scope_schema,13695,-1,64,24,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,scope_name,13695,-1,64,25,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13789,maximum_cardinality,13690,-1,4,26,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13789,dtd_identifier,13695,-1,64,27,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13794,role_name,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,constraint_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,constraint_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,constraint_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,table_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,table_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,table_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,column_name,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13798,ordinal_position,13690,-1,4,8,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13798,position_in_unique_constraint,13690,-1,4,9,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,ordinal_position,13690,-1,4,4,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,parameter_mode,13693,-1,-1,5,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13803,is_result,13703,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13803,as_locator,13703,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13803,parameter_name,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,data_type,13693,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13803,character_maximum_length,13690,-1,4,10,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,character_octet_length,13690,-1,4,11,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,character_set_catalog,13695,-1,64,12,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,character_set_schema,13695,-1,64,13,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,character_set_name,13695,-1,64,14,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,collation_catalog,13695,-1,64,15,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,collation_schema,13695,-1,64,16,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,collation_name,13695,-1,64,17,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,numeric_precision,13690,-1,4,18,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,numeric_precision_radix,13690,-1,4,19,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,numeric_scale,13690,-1,4,20,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,datetime_precision,13690,-1,4,21,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,interval_type,13693,-1,-1,22,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13803,interval_precision,13690,-1,4,23,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,udt_catalog,13695,-1,64,24,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,udt_schema,13695,-1,64,25,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,udt_name,13695,-1,64,26,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,scope_catalog,13695,-1,64,27,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,scope_schema,13695,-1,64,28,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,scope_name,13695,-1,64,29,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,maximum_cardinality,13690,-1,4,30,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13803,dtd_identifier,13695,-1,64,31,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13803,parameter_default,13693,-1,-1,32,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13808,constraint_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,constraint_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,constraint_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,unique_constraint_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,unique_constraint_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,unique_constraint_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13808,match_option,13693,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13808,update_rule,13693,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13808,delete_rule,13693,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13813,grantor,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,grantee,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,table_catalog,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,table_schema,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,table_name,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,column_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13813,privilege_type,13693,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13813,is_grantable,13703,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13817,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,routine_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,routine_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,routine_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,table_catalog,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,table_schema,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,table_name,13695,-1,64,9,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13817,column_name,13695,-1,64,10,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,grantor,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,grantee,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,specific_catalog,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,specific_schema,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,specific_name,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,routine_catalog,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,routine_schema,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,routine_name,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13822,privilege_type,13693,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13822,is_grantable,13703,-1,-1,10,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13827,grantor,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,grantee,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,specific_catalog,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,specific_schema,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,specific_name,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,routine_catalog,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,routine_schema,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,routine_name,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13827,privilege_type,13693,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13827,is_grantable,13703,-1,-1,10,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13831,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13831,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13831,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13831,routine_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13831,routine_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13831,routine_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,routine_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,routine_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,routine_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,sequence_catalog,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,sequence_schema,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13836,sequence_name,13695,-1,64,9,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,routine_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,routine_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,routine_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,table_catalog,13695,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,table_schema,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13841,table_name,13695,-1,64,9,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,specific_catalog,13695,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,specific_schema,13695,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,specific_name,13695,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,routine_catalog,13695,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,routine_schema,13695,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,routine_name,13695,-1,64,6,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,routine_type,13693,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,module_catalog,13695,-1,64,8,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,module_schema,13695,-1,64,9,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,module_name,13695,-1,64,10,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,udt_catalog,13695,-1,64,11,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,udt_schema,13695,-1,64,12,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,udt_name,13695,-1,64,13,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,data_type,13693,-1,-1,14,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,character_maximum_length,13690,-1,4,15,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,character_octet_length,13690,-1,4,16,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,character_set_catalog,13695,-1,64,17,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,character_set_schema,13695,-1,64,18,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,character_set_name,13695,-1,64,19,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,collation_catalog,13695,-1,64,20,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,collation_schema,13695,-1,64,21,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,collation_name,13695,-1,64,22,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,numeric_precision,13690,-1,4,23,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,numeric_precision_radix,13690,-1,4,24,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,numeric_scale,13690,-1,4,25,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,datetime_precision,13690,-1,4,26,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,interval_type,13693,-1,-1,27,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,interval_precision,13690,-1,4,28,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,type_udt_catalog,13695,-1,64,29,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,type_udt_schema,13695,-1,64,30,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,type_udt_name,13695,-1,64,31,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,scope_catalog,13695,-1,64,32,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,scope_schema,13695,-1,64,33,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,scope_name,13695,-1,64,34,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,maximum_cardinality,13690,-1,4,35,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,dtd_identifier,13695,-1,64,36,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,routine_body,13693,-1,-1,37,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,routine_definition,13693,-1,-1,38,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,external_name,13693,-1,-1,39,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,external_language,13693,-1,-1,40,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,parameter_style,13693,-1,-1,41,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,is_deterministic,13703,-1,-1,42,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,sql_data_access,13693,-1,-1,43,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,is_null_call,13703,-1,-1,44,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,sql_path,13693,-1,-1,45,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,schema_level_routine,13703,-1,-1,46,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,max_dynamic_result_sets,13690,-1,4,47,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,is_user_defined_cast,13703,-1,-1,48,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,is_implicitly_invocable,13703,-1,-1,49,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,security_type,13693,-1,-1,50,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,to_sql_specific_catalog,13695,-1,64,51,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,to_sql_specific_schema,13695,-1,64,52,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,to_sql_specific_name,13695,-1,64,53,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,as_locator,13703,-1,-1,54,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,created,13701,-1,8,55,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
13846,last_altered,13701,-1,8,56,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
13846,new_savepoint_level,13703,-1,-1,57,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,is_udt_dependent,13703,-1,-1,58,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_from_data_type,13693,-1,-1,59,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_as_locator,13703,-1,-1,60,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_char_max_length,13690,-1,4,61,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,result_cast_char_octet_length,13690,-1,4,62,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
13846,result_cast_char_set_catalog,13695,-1,64,63,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_char_set_schema,13695,-1,64,64,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_char_set_name,13695,-1,64,65,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
13846,result_cast_collation_catalog,13695,-1,64,66,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
